Season,Date,Team,Opponent,OT
2017,2017-12-03,CAR,NO,0
2017,2017-12-03,CHI,SF,0
2017,2017-12-03,CLE,SD,0
2017,2017-12-03,DEN,MIA,0
2017,2017-12-03,DET,BAL,0
2017,2017-12-03,GB,TB,1
2017,2017-12-03,HOU,TEN,0
2017,2017-12-03,IND,JAX,0
2017,2017-12-03,JAX,IND,0
2017,2017-12-03,KC,NYJ,0
2017,2017-12-03,MIA,DEN,0
2017,2017-12-03,MIN,ATL,0
2017,2017-12-03,NE,BUF,0
2017,2017-12-03,NO,CAR,0
2017,2017-12-03,NYG,OAK,0
2017,2017-12-03,NYJ,KC,0
2017,2017-12-03,OAK,NYG,0
2017,2017-12-03,PHI,SEA,0
2017,2017-12-03,SD,CLE,0
2017,2017-12-03,SEA,PHI,0
2017,2017-12-03,SF,CHI,0
2017,2017-12-03,STL,ARI,0
2017,2017-12-03,TB,GB,1
2017,2017-12-03,TEN,HOU,0
2017,2017-12-04,CIN,PIT,0
2017,2017-12-04,PIT,CIN,0
2017,2017-12-07,ATL,NO,0
2017,2017-12-07,NO,ATL,0
2017,2017-12-10,ARI,TEN,0
2017,2017-12-10,BAL,PIT,0
2017,2017-12-10,BUF,IND,1
2017,2017-12-10,CAR,MIN,0
2017,2017-12-10,CHI,CIN,0
2017,2017-12-10,CIN,CHI,0
2017,2017-12-10,CLE,GB,1
2017,2017-12-10,DAL,NYG,0
2017,2017-12-10,DEN,NYJ,0
2017,2017-12-10,DET,TB,0
2017,2017-12-10,GB,CLE,1
2017,2017-12-10,HOU,SF,0
2017,2017-12-10,IND,BUF,1
2017,2017-12-10,JAX,SEA,0
2017,2017-12-10,KC,OAK,0
2017,2017-12-10,MIN,CAR,0
2017,2017-12-10,NYG,DAL,0
2017,2017-12-10,NYJ,DEN,0
2017,2017-12-10,OAK,KC,0
2017,2017-12-10,PHI,STL,0
2017,2017-12-10,PIT,BAL,0
2017,2017-12-10,SD,WAS,0
2017,2017-12-10,SEA,JAX,0
2017,2017-12-10,SF,HOU,0
2017,2017-12-10,STL,PHI,0
2017,2017-12-10,TB,DET,0
2017,2017-12-10,TEN,ARI,0
2017,2017-12-10,WAS,SD,0
2017,2017-12-11,MIA,NE,0
2017,2017-12-11,NE,MIA,0
2017,2017-12-14,DEN,IND,0
2017,2017-12-14,IND,DEN,0
2017,2017-12-16,CHI,DET,0
2017,2017-12-16,DET,CHI,0
2017,2017-12-16,KC,SD,0
2017,2017-12-16,SD,KC,0
2017,2017-12-17,ARI,WAS,0
2017,2017-12-17,BAL,CLE,0
2017,2017-12-17,BUF,MIA,0
2017,2017-12-17,CAR,GB,0
2017,2017-12-17,CIN,MIN,0
2017,2017-12-17,CLE,BAL,0
2017,2017-12-17,DAL,OAK,0
2017,2017-12-17,GB,CAR,0
2017,2017-12-17,HOU,JAX,0
2017,2017-12-17,JAX,HOU,0
2017,2017-12-17,MIA,BUF,0
2017,2017-12-17,MIN,CIN,0
2017,2017-12-17,NE,PIT,0
2017,2017-12-17,NO,NYJ,0
2017,2017-12-17,NYG,PHI,0
2017,2017-12-17,NYJ,NO,0
2017,2017-12-17,OAK,DAL,0
2017,2017-12-17,PHI,NYG,0
2017,2017-12-17,PIT,NE,0
2017,2017-12-17,SEA,STL,0
2017,2017-12-17,SF,TEN,0
2017,2017-12-17,STL,SEA,0
2017,2017-12-17,TEN,SF,0
2017,2017-12-17,WAS,ARI,0
2017,2017-12-18,ATL,TB,0
2017,2017-12-18,TB,ATL,0
2017,2017-12-23,BAL,IND,0
2017,2017-12-23,GB,MIN,0
2017,2017-12-23,IND,BAL,0
2017,2017-12-23,MIN,GB,0
2017,2017-12-24,ARI,NYG,0
2017,2017-12-24,ATL,NO,0
2017,2017-12-24,BUF,NE,0
2017,2017-12-24,CAR,TB,0
2017,2017-12-24,CHI,CLE,0
2017,2017-12-24,CIN,DET,0
2017,2017-12-24,CLE,CHI,0
2017,2017-12-24,DAL,SEA,0
2017,2017-12-24,DEN,WAS,0
2017,2017-12-24,DET,CIN,0
2017,2017-12-24,JAX,SF,0
2017,2017-12-24,KC,MIA,0
2017,2017-12-24,MIA,KC,0
2017,2017-12-24,NE,BUF,0
2017,2017-12-24,NO,ATL,0
2017,2017-12-24,NYG,ARI,0
2017,2017-12-24,NYJ,SD,0
2017,2017-12-24,SD,NYJ,0
2017,2017-12-24,SEA,DAL,0
2017,2017-12-24,SF,JAX,0
2017,2017-12-24,STL,TEN,0
2017,2017-12-24,TB,CAR,0
2017,2017-12-24,TEN,STL,0
2017,2017-12-24,WAS,DEN,0
2017,2017-12-25,HOU,PIT,0
2017,2017-12-25,OAK,PHI,0
2017,2017-12-25,PHI,OAK,0
2017,2017-12-25,PIT,HOU,0
2017,2017-12-31,ARI,SEA,0
2017,2017-12-31,ATL,CAR,0
2017,2017-12-31,BAL,CIN,0
2017,2017-12-31,BUF,MIA,0
2017,2017-12-31,CAR,ATL,0
2017,2017-12-31,CHI,MIN,0
2017,2017-12-31,CIN,BAL,0
2017,2017-12-31,CLE,PIT,0
2017,2017-12-31,DAL,PHI,0
2017,2017-12-31,DEN,KC,0
2017,2017-12-31,DET,GB,0
2017,2017-12-31,GB,DET,0
2017,2017-12-31,HOU,IND,0
2017,2017-12-31,IND,HOU,0
2017,2017-12-31,JAX,TEN,0
2017,2017-12-31,KC,DEN,0
2017,2017-12-31,MIA,BUF,0
2017,2017-12-31,MIN,CHI,0
2017,2017-12-31,NE,NYJ,0
2017,2017-12-31,NO,TB,0
2017,2017-12-31,NYG,WAS,0
2017,2017-12-31,NYJ,NE,0
2017,2017-12-31,OAK,SD,0
2017,2017-12-31,PHI,DAL,0
2017,2017-12-31,PIT,CLE,0
2017,2017-12-31,SD,OAK,0
2017,2017-12-31,SEA,ARI,0
2017,2017-12-31,SF,STL,0
2017,2017-12-31,STL,SF,0
2017,2017-12-31,TB,NO,0
2017,2017-12-31,TEN,JAX,0
2017,2017-12-31,WAS,NYG,0
2017,2018-01-06,ATL,STL,0
2017,2018-01-06,KC,TEN,0
2017,2018-01-06,STL,ATL,0
2017,2018-01-06,TEN,KC,0
2017,2018-01-07,BUF,JAX,0
2017,2018-01-07,CAR,NO,0
2017,2018-01-07,JAX,BUF,0
2017,2018-01-07,NO,CAR,0
2017,2018-01-13,ATL,PHI,0
2017,2018-01-13,NE,TEN,0
2017,2018-01-13,PHI,ATL,0
2017,2018-01-13,TEN,NE,0
2017,2018-01-14,JAX,PIT,0
2017,2018-01-14,MIN,NO,0
2017,2018-01-14,NO,MIN,0
2017,2018-01-14,PIT,JAX,0
2017,2018-01-21,JAX,NE,0
2017,2018-01-21,MIN,PHI,0
2017,2018-01-21,NE,JAX,0
2017,2018-01-21,PHI,MIN,0
2017,2018-02-04,NE,PHI,0
2017,2018-02-04,PHI,NE,0
2018,2018-09-06,ATL,PHI,0
2018,2018-09-06,PHI,ATL,0
2018,2018-09-09,ARI,WAS,0
2018,2018-09-09,BAL,BUF,0
2018,2018-09-09,BUF,BAL,0
2018,2018-09-09,CAR,DAL,0
2018,2018-09-09,CHI,GB,0
2018,2018-09-09,CIN,IND,0
2018,2018-09-09,CLE,PIT,1
2018,2018-09-09,DAL,CAR,0
2018,2018-09-09,DEN,SEA,0
2018,2018-09-09,GB,CHI,0
2018,2018-09-09,HOU,NE,0
2018,2018-09-09,IND,CIN,0
2018,2018-09-09,JAX,NYG,0
2018,2018-09-09,KC,SD,0
2018,2018-09-09,MIA,TEN,0
2018,2018-09-09,MIN,SF,0
2018,2018-09-09,NE,HOU,0
2018,2018-09-09,NO,TB,0
2018,2018-09-09,NYG,JAX,0
2018,2018-09-09,PIT,CLE,1
2018,2018-09-09,SD,KC,0
2018,2018-09-09,SEA,DEN,0
2018,2018-09-09,SF,MIN,0
2018,2018-09-09,TB,NO,0
2018,2018-09-09,TEN,MIA,0
2018,2018-09-09,WAS,ARI,0
2018,2018-09-10,DET,NYJ,0
2018,2018-09-10,NYJ,DET,0
2018,2018-09-10,OAK,STL,0
2018,2018-09-10,STL,OAK,0
2018,2018-09-13,BAL,CIN,0
2018,2018-09-13,CIN,BAL,0
2018,2018-09-16,ARI,STL,0
2018,2018-09-16,ATL,CAR,0
2018,2018-09-16,BUF,SD,0
2018,2018-09-16,CAR,ATL,0
2018,2018-09-16,CLE,NO,0
2018,2018-09-16,DAL,NYG,0
2018,2018-09-16,DEN,OAK,0
2018,2018-09-16,DET,SF,0
2018,2018-09-16,GB,MIN,1
2018,2018-09-16,HOU,TEN,0
2018,2018-09-16,IND,WAS,0
2018,2018-09-16,JAX,NE,0
2018,2018-09-16,KC,PIT,0
2018,2018-09-16,MIA,NYJ,0
2018,2018-09-16,MIN,GB,1
2018,2018-09-16,NE,JAX,0
2018,2018-09-16,NO,CLE,0
2018,2018-09-16,NYG,DAL,0
2018,2018-09-16,NYJ,MIA,0
2018,2018-09-16,OAK,DEN,0
2018,2018-09-16,PHI,TB,0
2018,2018-09-16,PIT,KC,0
2018,2018-09-16,SD,BUF,0
2018,2018-09-16,SF,DET,0
2018,2018-09-16,STL,ARI,0
2018,2018-09-16,TB,PHI,0
2018,2018-09-16,TEN,HOU,0
2018,2018-09-16,WAS,IND,0
2018,2018-09-17,CHI,SEA,0
2018,2018-09-17,SEA,CHI,0
2018,2018-09-20,CLE,NYJ,0
2018,2018-09-20,NYJ,CLE,0
2018,2018-09-23,ARI,CHI,0
2018,2018-09-23,ATL,NO,1
2018,2018-09-23,BAL,DEN,0
2018,2018-09-23,BUF,MIN,0
2018,2018-09-23,CAR,CIN,0
2018,2018-09-23,CHI,ARI,0
2018,2018-09-23,CIN,CAR,0
2018,2018-09-23,DAL,SEA,0
2018,2018-09-23,DEN,BAL,0
2018,2018-09-23,DET,NE,0
2018,2018-09-23,GB,WAS,0
2018,2018-09-23,HOU,NYG,0
2018,2018-09-23,IND,PHI,0
2018,2018-09-23,JAX,TEN,0
2018,2018-09-23,KC,SF,0
2018,2018-09-23,MIA,OAK,0
2018,2018-09-23,MIN,BUF,0
2018,2018-09-23,NE,DET,0
2018,2018-09-23,NO,ATL,1
2018,2018-09-23,NYG,HOU,0
2018,2018-09-23,OAK,MIA,0
2018,2018-09-23,PHI,IND,0
2018,2018-09-23,SD,STL,0
2018,2018-09-23,SEA,DAL,0
2018,2018-09-23,SF,KC,0
2018,2018-09-23,STL,SD,0
2018,2018-09-23,TEN,JAX,0
2018,2018-09-23,WAS,GB,0
2018,2018-09-24,PIT,TB,0
2018,2018-09-24,TB,PIT,0
2018,2018-09-27,MIN,STL,0
2018,2018-09-27,STL,MIN,0
2018,2018-09-30,ARI,SEA,0
2018,2018-09-30,ATL,CIN,0
2018,2018-09-30,BAL,PIT,0
2018,2018-09-30,BUF,GB,0
2018,2018-09-30,CHI,TB,0
2018,2018-09-30,CIN,ATL,0
2018,2018-09-30,CLE,OAK,1
2018,2018-09-30,DAL,DET,0
2018,2018-09-30,DET,DAL,0
2018,2018-09-30,GB,BUF,0
2018,2018-09-30,HOU,IND,1
2018,2018-09-30,IND,HOU,1
2018,2018-09-30,JAX,NYJ,0
2018,2018-09-30,MIA,NE,0
2018,2018-09-30,NE,MIA,0
2018,2018-09-30,NO,NYG,0
2018,2018-09-30,NYG,NO,0
2018,2018-09-30,NYJ,JAX,0
2018,2018-09-30,OAK,CLE,1
2018,2018-09-30,PHI,TEN,1
2018,2018-09-30,PIT,BAL,0
2018,2018-09-30,SD,SF,0
2018,2018-09-30,SEA,ARI,0
2018,2018-09-30,SF,SD,0
2018,2018-09-30,TB,CHI,0
2018,2018-09-30,TEN,PHI,1
2018,2018-10-01,DEN,KC,0
2018,2018-10-01,KC,DEN,0
2018,2018-10-04,IND,NE,0
2018,2018-10-04,NE,IND,0
2018,2018-10-07,ARI,SF,0
2018,2018-10-07,ATL,PIT,0
2018,2018-10-07,BAL,CLE,1
2018,2018-10-07,BUF,TEN,0
2018,2018-10-07,CAR,NYG,0
2018,2018-10-07,CIN,MIA,0
2018,2018-10-07,CLE,BAL,1
2018,2018-10-07,DAL,HOU,1
2018,2018-10-07,DEN,NYJ,0
2018,2018-10-07,DET,GB,0
2018,2018-10-07,GB,DET,0
2018,2018-10-07,HOU,DAL,1
2018,2018-10-07,JAX,KC,0
2018,2018-10-07,KC,JAX,0
2018,2018-10-07,MIA,CIN,0
2018,2018-10-07,MIN,PHI,0
2018,2018-10-07,NYG,CAR,0
2018,2018-10-07,NYJ,DEN,0
2018,2018-10-07,OAK,SD,0
2018,2018-10-07,PHI,MIN,0
2018,2018-10-07,PIT,ATL,0
2018,2018-10-07,SD,OAK,0
2018,2018-10-07,SEA,STL,0
2018,2018-10-07,SF,ARI,0
2018,2018-10-07,STL,SEA,0
2018,2018-10-07,TEN,BUF,0
2018,2018-10-08,NO,WAS,0
2018,2018-10-08,WAS,NO,0
2018,2018-10-11,NYG,PHI,0
2018,2018-10-11,PHI,NYG,0
2018,2018-10-14,ARI,MIN,0
2018,2018-10-14,ATL,TB,0
2018,2018-10-14,BAL,TEN,0
2018,2018-10-14,BUF,HOU,0
2018,2018-10-14,CAR,WAS,0
2018,2018-10-14,CHI,MIA,1
2018,2018-10-14,CIN,PIT,0
2018,2018-10-14,CLE,SD,0
2018,2018-10-14,DAL,JAX,0
2018,2018-10-14,DEN,STL,0
2018,2018-10-14,HOU,BUF,0
2018,2018-10-14,IND,NYJ,0
2018,2018-10-14,JAX,DAL,0
2018,2018-10-14,KC,NE,0
2018,2018-10-14,MIA,CHI,1
2018,2018-10-14,MIN,ARI,0
2018,2018-10-14,NE,KC,0
2018,2018-10-14,NYJ,IND,0
2018,2018-10-14,OAK,SEA,0
2018,2018-10-14,PIT,CIN,0
2018,2018-10-14,SD,CLE,0
2018,2018-10-14,SEA,OAK,0
2018,2018-10-14,STL,DEN,0
2018,2018-10-14,TB,ATL,0
2018,2018-10-14,TEN,BAL,0
2018,2018-10-14,WAS,CAR,0
2018,2018-10-15,GB,SF,0
2018,2018-10-15,SF,GB,0
2018,2018-10-18,ARI,DEN,0
2018,2018-10-18,DEN,ARI,0
2018,2018-10-21,BAL,NO,0
2018,2018-10-21,BUF,IND,0
2018,2018-10-21,CAR,PHI,0
2018,2018-10-21,CHI,NE,0
2018,2018-10-21,CIN,KC,0
2018,2018-10-21,CLE,TB,1
2018,2018-10-21,DAL,WAS,0
2018,2018-10-21,DET,MIA,0
2018,2018-10-21,HOU,JAX,0
2018,2018-10-21,IND,BUF,0
2018,2018-10-21,JAX,HOU,0
2018,2018-10-21,KC,CIN,0
2018,2018-10-21,MIA,DET,0
2018,2018-10-21,MIN,NYJ,0
2018,2018-10-21,NE,CHI,0
2018,2018-10-21,NO,BAL,0
2018,2018-10-21,NYJ,MIN,0
2018,2018-10-21,PHI,CAR,0
2018,2018-10-21,SD,TEN,0
2018,2018-10-21,SF,STL,0
2018,2018-10-21,STL,SF,0
2018,2018-10-21,TB,CLE,1
2018,2018-10-21,TEN,SD,0
2018,2018-10-21,WAS,DAL,0
2018,2018-10-22,ATL,NYG,0
2018,2018-10-22,NYG,ATL,0
2018,2018-10-25,HOU,MIA,0
2018,2018-10-25,MIA,HOU,0
2018,2018-10-28,ARI,SF,0
2018,2018-10-28,BAL,CAR,0
2018,2018-10-28,CAR,BAL,0
2018,2018-10-28,CHI,NYJ,0
2018,2018-10-28,CIN,TB,0
2018,2018-10-28,CLE,PIT,0
2018,2018-10-28,DEN,KC,0
2018,2018-10-28,DET,SEA,0
2018,2018-10-28,GB,STL,0
2018,2018-10-28,IND,OAK,0
2018,2018-10-28,JAX,PHI,0
2018,2018-10-28,KC,DEN,0
2018,2018-10-28,MIN,NO,0
2018,2018-10-28,NO,MIN,0
2018,2018-10-28,NYG,WAS,0
2018,2018-10-28,NYJ,CHI,0
2018,2018-10-28,OAK,IND,0
2018,2018-10-28,PHI,JAX,0
2018,2018-10-28,PIT,CLE,0
2018,2018-10-28,SEA,DET,0
2018,2018-10-28,SF,ARI,0
2018,2018-10-28,STL,GB,0
2018,2018-10-28,TB,CIN,0
2018,2018-10-28,WAS,NYG,0
2018,2018-10-29,BUF,NE,0
2018,2018-10-29,NE,BUF,0
2018,2018-11-01,OAK,SF,0
2018,2018-11-01,SF,OAK,0
2018,2018-11-04,ATL,WAS,0
2018,2018-11-04,BAL,PIT,0
2018,2018-11-04,BUF,CHI,0
2018,2018-11-04,CAR,TB,0
2018,2018-11-04,CHI,BUF,0
2018,2018-11-04,CLE,KC,0
2018,2018-11-04,DEN,HOU,0
2018,2018-11-04,DET,MIN,0
2018,2018-11-04,GB,NE,0
2018,2018-11-04,HOU,DEN,0
2018,2018-11-04,KC,CLE,0
2018,2018-11-04,MIA,NYJ,0
2018,2018-11-04,MIN,DET,0
2018,2018-11-04,NE,GB,0
2018,2018-11-04,NO,STL,0
2018,2018-11-04,NYJ,MIA,0
2018,2018-11-04,PIT,BAL,0
2018,2018-11-04,SD,SEA,0
2018,2018-11-04,SEA,SD,0
2018,2018-11-04,STL,NO,0
2018,2018-11-04,TB,CAR,0
2018,2018-11-04,WAS,ATL,0
2018,2018-11-05,DAL,TEN,0
2018,2018-11-05,TEN,DAL,0
2018,2018-11-08,CAR,PIT,0
2018,2018-11-08,PIT,CAR,0
2018,2018-11-11,ARI,KC,0
2018,2018-11-11,ATL,CLE,0
2018,2018-11-11,BUF,NYJ,0
2018,2018-11-11,CHI,DET,0
2018,2018-11-11,CIN,NO,0
2018,2018-11-11,CLE,ATL,0
2018,2018-11-11,DAL,PHI,0
2018,2018-11-11,DET,CHI,0
2018,2018-11-11,GB,MIA,0
2018,2018-11-11,IND,JAX,0
2018,2018-11-11,JAX,IND,0
2018,2018-11-11,KC,ARI,0
2018,2018-11-11,MIA,GB,0
2018,2018-11-11,NE,TEN,0
2018,2018-11-11,NO,CIN,0
2018,2018-11-11,NYJ,BUF,0
2018,2018-11-11,OAK,SD,0
2018,2018-11-11,PHI,DAL,0
2018,2018-11-11,SD,OAK,0
2018,2018-11-11,SEA,STL,0
2018,2018-11-11,STL,SEA,0
2018,2018-11-11,TB,WAS,0
2018,2018-11-11,TEN,NE,0
2018,2018-11-11,WAS,TB,0
2018,2018-11-12,NYG,SF,0
2018,2018-11-12,SF,NYG,0
2018,2018-11-15,GB,SEA,0
2018,2018-11-15,SEA,GB,0
2018,2018-11-18,ARI,OAK,0
2018,2018-11-18,ATL,DAL,0
2018,2018-11-18,BAL,CIN,0
2018,2018-11-18,CAR,DET,0
2018,2018-11-18,CHI,MIN,0
2018,2018-11-18,CIN,BAL,0
2018,2018-11-18,DAL,ATL,0
2018,2018-11-18,DEN,SD,0
2018,2018-11-18,DET,CAR,0
2018,2018-11-18,HOU,WAS,0
2018,2018-11-18,IND,TEN,0
2018,2018-11-18,JAX,PIT,0
2018,2018-11-18,MIN,CHI,0
2018,2018-11-18,NO,PHI,0
2018,2018-11-18,NYG,TB,0
2018,2018-11-18,OAK,ARI,0
2018,2018-11-18,PHI,NO,0
2018,2018-11-18,PIT,JAX,0
2018,2018-11-18,SD,DEN,0
2018,2018-11-18,TB,NYG,0
2018,2018-11-18,TEN,IND,0
2018,2018-11-18,WAS,HOU,0
2018,2018-11-19,KC,STL,0
2018,2018-11-19,STL,KC,0
2018,2018-11-22,ATL,NO,0
2018,2018-11-22,CHI,DET,0
2018,2018-11-22,DAL,WAS,0
2018,2018-11-22,DET,CHI,0
2018,2018-11-22,NO,ATL,0
2018,2018-11-22,WAS,DAL,0
2018,2018-11-25,ARI,SD,0
2018,2018-11-25,BAL,OAK,0
2018,2018-11-25,BUF,JAX,0
2018,2018-11-25,CAR,SEA,0
2018,2018-11-25,CIN,CLE,0
2018,2018-11-25,CLE,CIN,0
2018,2018-11-25,DEN,PIT,0
2018,2018-11-25,GB,MIN,0
2018,2018-11-25,IND,MIA,0
2018,2018-11-25,JAX,BUF,0
2018,2018-11-25,MIA,IND,0
2018,2018-11-25,MIN,GB,0
2018,2018-11-25,NE,NYJ,0
2018,2018-11-25,NYG,PHI,0
2018,2018-11-25,NYJ,NE,0
2018,2018-11-25,OAK,BAL,0
2018,2018-11-25,PHI,NYG,0
2018,2018-11-25,PIT,DEN,0
2018,2018-11-25,SD,ARI,0
2018,2018-11-25,SEA,CAR,0
2018,2018-11-25,SF,TB,0
2018,2018-11-25,TB,SF,0
2018,2018-11-26,HOU,TEN,0
2018,2018-11-26,TEN,HOU,0
2018,2018-11-29,DAL,NO,0
2018,2018-11-29,NO,DAL,0
2018,2018-12-02,ARI,GB,0
2018,2018-12-02,ATL,BAL,0
2018,2018-12-02,BAL,ATL,0
2018,2018-12-02,BUF,MIA,0
2018,2018-12-02,CAR,TB,0
2018,2018-12-02,CHI,NYG,1
2018,2018-12-02,CIN,DEN,0
2018,2018-12-02,CLE,HOU,0
2018,2018-12-02,DEN,CIN,0
2018,2018-12-02,DET,STL,0
2018,2018-12-02,GB,ARI,0
2018,2018-12-02,HOU,CLE,0
2018,2018-12-02,IND,JAX,0
2018,2018-12-02,JAX,IND,0
2018,2018-12-02,KC,OAK,0
2018,2018-12-02,MIA,BUF,0
2018,2018-12-02,MIN,NE,0
2018,2018-12-02,NE,MIN,0
2018,2018-12-02,NYG,CHI,1
2018,2018-12-02,NYJ,TEN,0
2018,2018-12-02,OAK,KC,0
2018,2018-12-02,PIT,SD,0
2018,2018-12-02,SD,PIT,0
2018,2018-12-02,SEA,SF,0
2018,2018-12-02,SF,SEA,0
2018,2018-12-02,STL,DET,0
2018,2018-12-02,TB,CAR,0
2018,2018-12-02,TEN,NYJ,0
2018,2018-12-03,PHI,WAS,0
2018,2018-12-03,WAS,PHI,0
2018,2018-12-06,JAX,TEN,0
2018,2018-12-06,TEN,JAX,0
2018,2018-12-09,ARI,DET,0
2018,2018-12-09,ATL,GB,0
2018,2018-12-09,BAL,KC,1
2018,2018-12-09,BUF,NYJ,0
2018,2018-12-09,CAR,CLE,0
2018,2018-12-09,CHI,STL,0
2018,2018-12-09,CIN,SD,0
2018,2018-12-09,CLE,CAR,0
2018,2018-12-09,DAL,PHI,1
2018,2018-12-09,DEN,SF,0
2018,2018-12-09,DET,ARI,0
2018,2018-12-09,GB,ATL,0
2018,2018-12-09,HOU,IND,0
2018,2018-12-09,IND,HOU,0
2018,2018-12-09,KC,BAL,1
2018,2018-12-09,MIA,NE,0
2018,2018-12-09,NE,MIA,0
2018,2018-12-09,NO,TB,0
2018,2018-12-09,NYG,WAS,0
2018,2018-12-09,NYJ,BUF,0
2018,2018-12-09,OAK,PIT,0
2018,2018-12-09,PHI,DAL,1
2018,2018-12-09,PIT,OAK,0
2018,2018-12-09,SD,CIN,0
2018,2018-12-09,SF,DEN,0
2018,2018-12-09,STL,CHI,0
2018,2018-12-09,TB,NO,0
2018,2018-12-09,WAS,NYG,0
2018,2018-12-10,MIN,SEA,0
2018,2018-12-10,SEA,MIN,0
2018,2018-12-13,KC,SD,0
2018,2018-12-13,SD,KC,0
2018,2018-12-15,CLE,DEN,0
2018,2018-12-15,DEN,CLE,0
2018,2018-12-15,HOU,NYJ,0
2018,2018-12-15,NYJ,HOU,0
2018,2018-12-16,ARI,ATL,0
2018,2018-12-16,ATL,ARI,0
2018,2018-12-16,BAL,TB,0
2018,2018-12-16,BUF,DET,0
2018,2018-12-16,CHI,GB,0
2018,2018-12-16,CIN,OAK,0
2018,2018-12-16,DAL,IND,0
2018,2018-12-16,DET,BUF,0
2018,2018-12-16,GB,CHI,0
2018,2018-12-16,IND,DAL,0
2018,2018-12-16,JAX,WAS,0
2018,2018-12-16,MIA,MIN,0
2018,2018-12-16,MIN,MIA,0
2018,2018-12-16,NE,PIT,0
2018,2018-12-16,NYG,TEN,0
2018,2018-12-16,OAK,CIN,0
2018,2018-12-16,PHI,STL,0
2018,2018-12-16,PIT,NE,0
2018,2018-12-16,SEA,SF,1
2018,2018-12-16,SF,SEA,1
2018,2018-12-16,STL,PHI,0
2018,2018-12-16,TB,BAL,0
2018,2018-12-16,TEN,NYG,0
2018,2018-12-16,WAS,JAX,0
2018,2018-12-17,CAR,NO,0
2018,2018-12-17,NO,CAR,0
2018,2018-12-22,BAL,SD,0
2018,2018-12-22,SD,BAL,0
2018,2018-12-22,TEN,WAS,0
2018,2018-12-22,WAS,TEN,0
2018,2018-12-23,ARI,STL,0
2018,2018-12-23,ATL,CAR,0
2018,2018-12-23,BUF,NE,0
2018,2018-12-23,CAR,ATL,0
2018,2018-12-23,CHI,SF,0
2018,2018-12-23,CIN,CLE,0
2018,2018-12-23,CLE,CIN,0
2018,2018-12-23,DAL,TB,0
2018,2018-12-23,DET,MIN,0
2018,2018-12-23,GB,NYJ,1
2018,2018-12-23,HOU,PHI,0
2018,2018-12-23,IND,NYG,0
2018,2018-12-23,JAX,MIA,0
2018,2018-12-23,KC,SEA,0
2018,2018-12-23,MIA,JAX,0
2018,2018-12-23,MIN,DET,0
2018,2018-12-23,NE,BUF,0
2018,2018-12-23,NO,PIT,0
2018,2018-12-23,NYG,IND,0
2018,2018-12-23,NYJ,GB,1
2018,2018-12-23,PHI,HOU,0
2018,2018-12-23,PIT,NO,0
2018,2018-12-23,SEA,KC,0
2018,2018-12-23,SF,CHI,0
2018,2018-12-23,STL,ARI,0
2018,2018-12-23,TB,DAL,0
2018,2018-12-24,DEN,OAK,0
2018,2018-12-24,OAK,DEN,0
2018,2018-12-30,ARI,SEA,0
2018,2018-12-30,ATL,TB,0
2018,2018-12-30,BAL,CLE,0
2018,2018-12-30,BUF,MIA,0
2018,2018-12-30,CAR,NO,0
2018,2018-12-30,CHI,MIN,0
2018,2018-12-30,CIN,PIT,0
2018,2018-12-30,CLE,BAL,0
2018,2018-12-30,DAL,NYG,0
2018,2018-12-30,DEN,SD,0
2018,2018-12-30,DET,GB,0
2018,2018-12-30,GB,DET,0
2018,2018-12-30,HOU,JAX,0
2018,2018-12-30,IND,TEN,0
2018,2018-12-30,JAX,HOU,0
2018,2018-12-30,KC,OAK,0
2018,2018-12-30,MIA,BUF,0
2018,2018-12-30,MIN,CHI,0
2018,2018-12-30,NE,NYJ,0
2018,2018-12-30,NO,CAR,0
2018,2018-12-30,NYG,DAL,0
2018,2018-12-30,NYJ,NE,0
2018,2018-12-30,OAK,KC,0
2018,2018-12-30,PHI,WAS,0
2018,2018-12-30,PIT,CIN,0
2018,2018-12-30,SD,DEN,0
2018,2018-12-30,SEA,ARI,0
2018,2018-12-30,SF,STL,0
2018,2018-12-30,STL,SF,0
2018,2018-12-30,TB,ATL,0
2018,2018-12-30,TEN,IND,0
2018,2018-12-30,WAS,PHI,0
2018,2019-01-05,DAL,SEA,0
2018,2019-01-05,HOU,IND,0
2018,2019-01-05,IND,HOU,0
2018,2019-01-05,SEA,DAL,0
2018,2019-01-06,BAL,SD,0
2018,2019-01-06,CHI,PHI,0
2018,2019-01-06,PHI,CHI,0
2018,2019-01-06,SD,BAL,0
2018,2019-01-12,DAL,STL,0
2018,2019-01-12,IND,KC,0
2018,2019-01-12,KC,IND,0
2018,2019-01-12,STL,DAL,0
2018,2019-01-13,NE,SD,0
2018,2019-01-13,NO,PHI,0
2018,2019-01-13,PHI,NO,0
2018,2019-01-13,SD,NE,0
2018,2019-01-20,KC,NE,1
2018,2019-01-20,NE,KC,1
2018,2019-01-20,NO,STL,1
2018,2019-01-20,STL,NO,1
2018,2019-02-03,NE,STL,0
2018,2019-02-03,STL,NE,0
2019,2019-09-05,CHI,GB,0
2019,2019-09-05,GB,CHI,0
2019,2019-09-08,ARI,DET,1
2019,2019-09-08,ATL,MIN,0
2019,2019-09-08,BAL,MIA,0
2019,2019-09-08,BUF,NYJ,0
2019,2019-09-08,CAR,STL,0
2019,2019-09-08,CIN,SEA,0
2019,2019-09-08,CLE,TEN,0
2019,2019-09-08,DAL,NYG,0
