--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Tue Feb 8 1949,Philadelphia Warriors,87,Fort Wayne Pistons,89,Box Score,,,,Chicago Stadium,at Chicago IL
Tue Feb 8 1949,Providence Steamrollers,65,Rochester Royals,97,Box Score,,,,Edgerton Park Arena,
Wed Feb 9 1949,Indianapolis Jets,70,Fort Wayne Pistons,67,Box Score,,,,North Side High School Gym,
Wed Feb 9 1949,New York Knicks,95,St. Louis Bombers,83,Box Score,,,,St. Louis Arena,
Wed Feb 9 1949,Rochester Royals,94,Washington Capitols,99,Box Score,2OT,,,Uline Arena,
Thu Feb 10 1949,Indianapolis Jets,87,Philadelphia Warriors,108,Box Score,,,,Philadelphia Arena,
Thu Feb 10 1949,New York Knicks,75,Minneapolis Lakers,95,Box Score,,,,Minneapolis Auditorium,
Thu Feb 10 1949,Rochester Royals,90,Baltimore Bullets,76,Box Score,,,,Baltimore Coliseum,
Fri Feb 11 1949,Providence Steamrollers,77,Boston Celtics,94,Box Score,,4933,,Boston Garden,
Fri Feb 11 1949,Minneapolis Lakers,97,Chicago Stags,105,Box Score,,,,Chicago Stadium,
Sat Feb 12 1949,Fort Wayne Pistons,58,New York Knicks,85,Box Score,,,,Madison Square Garden (III),
Sat Feb 12 1949,Indianapolis Jets,78,Providence Steamrollers,91,Box Score,,,,Rhode Island Auditorium,
Sat Feb 12 1949,Chicago Stags,73,Rochester Royals,87,Box Score,,,,Edgerton Park Arena,
Sat Feb 12 1949,Baltimore Bullets,73,St. Louis Bombers,74,Box Score,,,,St. Louis Arena,
Sat Feb 12 1949,Philadelphia Warriors,91,Washington Capitols,88,Box Score,,,,Uline Arena,
Sun Feb 13 1949,New York Knicks,73,Fort Wayne Pistons,82,Box Score,,,,North Side High School Gym,
Sun Feb 13 1949,Baltimore Bullets,74,Minneapolis Lakers,91,Box Score,,,,Minneapolis Auditorium,
Tue Feb 15 1949,Fort Wayne Pistons,69,Chicago Stags,83,Box Score,,,,Chicago Stadium,
Tue Feb 15 1949,Washington Capitols,79,Rochester Royals,91,Box Score,,,,Edgerton Park Arena,
Tue Feb 15 1949,St. Louis Bombers,75,New York Knicks,79,Box Score,OT,,,Chicago Stadium,at Chicago IL
Tue Feb 15 1949,Baltimore Bullets,82,Indianapolis Jets,69,Box Score,,,,Hinkle Fieldhouse,
Wed Feb 16 1949,Baltimore Bullets,68,Fort Wayne Pistons,84,Box Score,,,,North Side High School Gym,
Wed Feb 16 1949,Chicago Stags,71,Minneapolis Lakers,90,Box Score,,,,Minneapolis Auditorium,
Thu Feb 17 1949,Providence Steamrollers,102,Baltimore Bullets,100,Box Score,,,,Baltimore Coliseum,
Thu Feb 17 1949,New York Knicks,82,Philadelphia Warriors,86,Box Score,,,,Philadelphia Arena,
Thu Feb 17 1949,Rochester Royals,68,St. Louis Bombers,63,Box Score,,,,St. Louis Arena,
Fri Feb 18 1949,Minneapolis Lakers,85,Boston Celtics,71,Box Score,,7045,,Boston Arena,
Fri Feb 18 1949,Rochester Royals,65,Indianapolis Jets,53,Box Score,,,,Hinkle Fieldhouse,
Sat Feb 19 1949,Boston Celtics,87,New York Knicks,77,Box Score,,4137,,Madison Square Garden (III),
Sat Feb 19 1949,Minneapolis Lakers,94,Providence Steamrollers,80,Box Score,,,,Rhode Island Auditorium,
Sat Feb 19 1949,Indianapolis Jets,73,Rochester Royals,87,Box Score,,,,Edgerton Park Arena,
Sat Feb 19 1949,Chicago Stags,59,St. Louis Bombers,63,Box Score,,,,St. Louis Arena,
Sat Feb 19 1949,Baltimore Bullets,88,Washington Capitols,92,Box Score,,,,Uline Arena,
Sun Feb 20 1949,St. Louis Bombers,70,Fort Wayne Pistons,64,Box Score,,,,North Side High School Gym,
Sun Feb 20 1949,Indianapolis Jets,72,Chicago Stags,95,Box Score,,,,Chicago Stadium,
Tue Feb 22 1949,Boston Celtics,68,Indianapolis Jets,74,Box Score,,1528,,Hinkle Fieldhouse,
Tue Feb 22 1949,Minneapolis Lakers,101,New York Knicks,74,Box Score,,,,Madison Square Garden (III),
Tue Feb 22 1949,Philadelphia Warriors,86,Rochester Royals,92,Box Score,,,,Edgerton Park Arena,
Wed Feb 23 1949,Chicago Stags,102,Philadelphia Warriors,85,Box Score,,,,Philadelphia Arena,
Wed Feb 23 1949,Boston Celtics,83,St. Louis Bombers,77,Box Score,,,,St. Louis Arena,
Wed Feb 23 1949,Providence Steamrollers,88,Washington Capitols,100,Box Score,,,,Uline Arena,
Thu Feb 24 1949,New York Knicks,84,Providence Steamrollers,89,Box Score,,,,Rhode Island Auditorium,
Thu Feb 24 1949,Fort Wayne Pistons,73,Minneapolis Lakers,77,Box Score,,,,Minneapolis Auditorium,
Thu Feb 24 1949,Chicago Stags,87,Baltimore Bullets,68,Box Score,,,,Baltimore Coliseum,
Fri Feb 25 1949,St. Louis Bombers,83,Boston Celtics,102,Box Score,,4428,,Boston Arena,
Sat Feb 26 1949,Minneapolis Lakers,115,Baltimore Bullets,114,Box Score,2OT,,,Baltimore Coliseum,
Sat Feb 26 1949,Indianapolis Jets,76,New York Knicks,81,Box Score,,,,Madison Square Garden (III),
Sat Feb 26 1949,St. Louis Bombers,93,Providence Steamrollers,90,Box Score,,,,Rhode Island Auditorium,
Sat Feb 26 1949,Boston Celtics,59,Rochester Royals,64,Box Score,,4300,,Edgerton Park Arena,
Sat Feb 26 1949,Chicago Stags,103,Washington Capitols,90,Box Score,,,,Uline Arena,
Sun Feb 27 1949,Minneapolis Lakers,50,Fort Wayne Pistons,74,Box Score,,,,North Side High School Gym,
Mon Feb 28 1949,Washington Capitols,67,Chicago Stags,57,Box Score,,,,Chicago Stadium,
Tue Mar 1 1949,St. Louis Bombers,83,Philadelphia Warriors,89,Box Score,,,,Philadelphia Arena,
Tue Mar 1 1949,Chicago Stags,69,Indianapolis Jets,79,Box Score,,,,Hinkle Fieldhouse,
Tue Mar 1 1949,Washington Capitols,64,Rochester Royals,67,Box Score,,,,Edgerton Park Arena,
Wed Mar 2 1949,Chicago Stags,79,New York Knicks,81,Box Score,,,,Madison Square Garden (III),
Wed Mar 2 1949,St. Louis Bombers,82,Washington Capitols,75,Box Score,,,,Uline Arena,
Thu Mar 3 1949,St. Louis Bombers,66,Baltimore Bullets,94,Box Score,,,,Baltimore Coliseum,
Thu Mar 3 1949,Minneapolis Lakers,82,Indianapolis Jets,79,Box Score,,,,Hinkle Fieldhouse,
Thu Mar 3 1949,Providence Steamrollers,65,New York Knicks,86,Box Score,,,,Madison Square Garden (III),
Thu Mar 3 1949,Chicago Stags,75,Philadelphia Warriors,90,Box Score,,,,Philadelphia Arena,
Fri Mar 4 1949,Fort Wayne Pistons,70,Boston Celtics,76,Box Score,,12892,,Boston Garden,
Sat Mar 5 1949,Philadelphia Warriors,85,Baltimore Bullets,99,Box Score,,,,Baltimore Coliseum,
Sat Mar 5 1949,Boston Celtics,61,New York Knicks,66,Box Score,,,,Madison Square Garden (III),
Sat Mar 5 1949,Providence Steamrollers,64,Rochester Royals,81,Box Score,,,,Edgerton Park Arena,
Sat Mar 5 1949,Chicago Stags,106,Washington Capitols,95,Box Score,,,,Uline Arena,
Sun Mar 6 1949,Rochester Royals,78,Fort Wayne Pistons,66,Box Score,,,,North Side High School Gym,
Sun Mar 6 1949,Providence Steamrollers,59,Minneapolis Lakers,68,Box Score,,,,Minneapolis Auditorium,
Mon Mar 7 1949,Boston Celtics,107,Indianapolis Jets,86,Box Score,,1500,,Hinkle Fieldhouse,
Tue Mar 8 1949,Providence Steamrollers,82,Chicago Stags,110,Box Score,,,,Chicago Stadium,
Tue Mar 8 1949,Fort Wayne Pistons,60,Boston Celtics,63,Box Score,,2176,,Chicago Stadium,at Chicago IL
Wed Mar 9 1949,Providence Steamrollers,80,Fort Wayne Pistons,84,Box Score,,,,North Side High School Gym,
Wed Mar 9 1949,St. Louis Bombers,81,Indianapolis Jets,80,Box Score,,,,Hinkle Fieldhouse,
Wed Mar 9 1949,Boston Celtics,67,Minneapolis Lakers,74,Box Score,,6843,,Minneapolis Auditorium,
Wed Mar 9 1949,Washington Capitols,74,New York Knicks,90,Box Score,,,,Madison Square Garden (III),
Thu Mar 10 1949,New York Knicks,99,Baltimore Bullets,94,Box Score,,,,Baltimore Coliseum,
Thu Mar 10 1949,Rochester Royals,73,Philadelphia Warriors,71,Box Score,,,,Philadelphia Arena,
Thu Mar 10 1949,Minneapolis Lakers,71,St. Louis Bombers,88,Box Score,,,,St. Louis Arena,
Fri Mar 11 1949,Philadelphia Warriors,100,Boston Celtics,108,Box Score,,4871,,Boston Arena,
Sat Mar 12 1949,Boston Celtics,77,Baltimore Bullets,89,Box Score,,,,Baltimore Coliseum,
Sat Mar 12 1949,New York Knicks,85,Chicago Stags,80,Box Score,,,,Chicago Stadium,
Sat Mar 12 1949,Minneapolis Lakers,97,Indianapolis Jets,69,Box Score,,,,Chicago Stadium,at Chicago IL
Sat Mar 12 1949,Philadelphia Warriors,92,Providence Steamrollers,70,Box Score,,,,Rhode Island Auditorium,
Sat Mar 12 1949,St. Louis Bombers,74,Rochester Royals,104,Box Score,,,,Edgerton Park Arena,
Sat Mar 12 1949,Fort Wayne Pistons,60,Washington Capitols,87,Box Score,,,,Uline Arena,
Sun Mar 13 1949,Indianapolis Jets,86,St. Louis Bombers,87,Box Score,,,,St. Louis Arena,
Sun Mar 13 1949,New York Knicks,90,Minneapolis Lakers,100,Box Score,,,,Minneapolis Auditorium,
Sun Mar 13 1949,Chicago Stags,78,Fort Wayne Pistons,81,Box Score,,,,North Side High School Gym,
Tue Mar 15 1949,Rochester Royals,83,Boston Celtics,86,Box Score,,3565,,Boston Garden,
Tue Mar 15 1949,Providence Steamrollers,84,Indianapolis Jets,90,Box Score,,,,Hinkle Fieldhouse,
Tue Mar 15 1949,Baltimore Bullets,76,Philadelphia Warriors,84,Box Score,,,,Philadelphia Arena,
Wed Mar 16 1949,Chicago Stags,107,Boston Celtics,82,Box Score,,10000,,Madison Square Garden (III),at New York NY
Wed Mar 16 1949,Rochester Royals,94,New York Knicks,89,Box Score,,,,Madison Square Garden (III),
Wed Mar 16 1949,Providence Steamrollers,59,St. Louis Bombers,81,Box Score,,,,St. Louis Arena,
Wed Mar 16 1949,Minneapolis Lakers,72,Washington Capitols,85,Box Score,,,,Uline Arena,
Thu Mar 17 1949,Minneapolis Lakers,67,Baltimore Bullets,101,Box Score,,,,Baltimore Coliseum,
Thu Mar 17 1949,St. Louis Bombers,79,Chicago Stags,85,Box Score,,,,Chicago Stadium,
Thu Mar 17 1949,Providence Steamrollers,72,Fort Wayne Pistons,74,Box Score,,,,Chicago Stadium,at Chicago IL
Thu Mar 17 1949,Washington Capitols,81,Philadelphia Warriors,84,Box Score,,,,Philadelphia Arena,
Fri Mar 18 1949,New York Knicks,56,Boston Celtics,70,Box Score,,1965,,Boston Arena,
Sat Mar 19 1949,New York Knicks,82,Washington Capitols,70,Box Score,,,,Uline Arena,
Sat Mar 19 1949,Philadelphia Warriors,100,St. Louis Bombers,109,Box Score,,,,St. Louis Arena,
Sat Mar 19 1949,Fort Wayne Pistons,79,Baltimore Bullets,99,Box Score,,,,Baltimore Coliseum,
Sat Mar 19 1949,Minneapolis Lakers,99,Rochester Royals,85,Box Score,,,,Edgerton Park Arena,
Sun Mar 20 1949,Rochester Royals,61,Chicago Stags,98,Box Score,,,,Chicago Stadium,
Sun Mar 20 1949,St. Louis Bombers,87,Fort Wayne Pistons,82,Box Score,,,,North Side High School Gym,
Sun Mar 20 1949,Philadelphia Warriors,78,Minneapolis Lakers,91,Box Score,,,,Minneapolis Auditorium,
Tue Mar 22 1949,St. Louis Bombers,64,Rochester Royals,93,Box Score,,,,Edgerton Park Arena,
Wed Mar 23 1949,Rochester Royals,66,St. Louis Bombers,64,Box Score,,,,St. Louis Arena,
Wed Mar 23 1949,Washington Capitols,92,Philadelphia Warriors,70,Box Score,,,,Philadelphia Arena,
Wed Mar 23 1949,Chicago Stags,77,Minneapolis Lakers,84,Box Score,,,,Minneapolis Auditorium,
Wed Mar 23 1949,New York Knicks,81,Baltimore Bullets,82,Box Score,,,,Baltimore Coliseum,
Thu Mar 24 1949,Minneapolis Lakers,101,Chicago Stags,85,Box Score,,,,Chicago Stadium,
Thu Mar 24 1949,Baltimore Bullets,74,New York Knicks,84,Box Score,,,,Madison Square Garden (III),
Thu Mar 24 1949,Philadelphia Warriors,78,Washington Capitols,80,Box Score,,,,Uline Arena,
Sat Mar 26 1949,Baltimore Bullets,99,New York Knicks,103,Box Score,OT,,,Madison Square Garden (III),
Sun Mar 27 1949,Minneapolis Lakers,80,Rochester Royals,79,Box Score,,,,Edgerton Park Arena,
Tue Mar 29 1949,Rochester Royals,55,Minneapolis Lakers,67,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Tue Mar 29 1949,New York Knicks,71,Washington Capitols,77,Box Score,,,,Uline Arena,at Washington DC (National Guard Armory)
Thu Mar 31 1949,Washington Capitols,84,New York Knicks,86,Box Score,OT,,,Madison Square Garden (III),
Sat Apr 2 1949,New York Knicks,76,Washington Capitols,84,Box Score,,,,Uline Arena,at Washington DC (National Guard Armory)
Mon Apr 4 1949,Washington Capitols,84,Minneapolis Lakers,88,Box Score,,8210,,Minneapolis Auditorium,
Wed Apr 6 1949,Washington Capitols,62,Minneapolis Lakers,76,Box Score,,10212,,Minneapolis Auditorium,
Fri Apr 8 1949,Minneapolis Lakers,94,Washington Capitols,74,Box Score,,4919,,Uline Arena,
Sat Apr 9 1949,Minneapolis Lakers,71,Washington Capitols,83,Box Score,,4471,,Uline Arena,
Mon Apr 11 1949,Minneapolis Lakers,65,Washington Capitols,74,Box Score,,3840,,Uline Arena,
Wed Apr 13 1949,Washington Capitols,56,Minneapolis Lakers,77,Box Score,,10482,,St. Paul Auditorium,at Saint Paul MN
