--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
141,Sunday Sep 8 (2),boxscore,CLE,,SEA,L,5,6,,83-58,1,up 6.5,Charlton,Mesa,,3:32,N,42217,.01,-,
142,Monday Sep 9,boxscore,CLE,,CAL,W,4,3,,84-58,1,up 7.0,Shuey,Holtz,Mesa,3:04,N,42208,.02,+,
143,Tuesday Sep 10,boxscore,CLE,,CAL,W-wo,7,5,,85-58,1,up 8.0,Assenmacher,Percival,,3:22,D,42181,.01,++,
144,Wednesday Sep 11,boxscore,CLE,,CAL,W,2,0,,86-58,1,up 9.0,McDowell,Finley,Mesa,2:19,N,42264,.01,+++,
145,Thursday Sep 12,boxscore,CLE,,CAL,W,11,2,,87-58,1,up 9.0,Anderson,Boskie,,2:55,N,42244,.00,++++,
146,Saturday Sep 14 (1),boxscore,CLE,,OAK,W,9,2,,88-58,1,up10.0,Nagy,Wengert,,2:44,D,,.00,+++++,1996-09-13 (Rain)
147,Saturday Sep 14 (2),boxscore,CLE,,OAK,W,9,8,,89-58,1,up10.0,Plunk,Small,Mesa,3:28,D,42233,.00,++++++,
148,Sunday Sep 15,boxscore,CLE,,OAK,L,9,10,10,89-59,1,up10.0,Reyes,Mesa,,3:51,D,42226,.00,-,
149,Monday Sep 16,boxscore,CLE,@,CHW,W,4,3,,90-59,1,up11.0,McDowell,Álvarez,,3:17,N,25392,.00,+,
150,Tuesday Sep 17,boxscore,CLE,@,CHW,W,9,4,,91-59,1,up12.0,Anderson,Fernandez,Plunk,2:38,N,18763,.00,++,
151,Wednesday Sep 18,boxscore,CLE,@,CHW,W,4,3,,92-59,1,up13.0,Lopez,Baldwin,Mesa,2:44,N,20289,.00,+++,
152,Thursday Sep 19,boxscore,CLE,,KCR,W,9,1,,93-59,1,up13.0,Ogea,Appier,,2:30,N,42297,.00,++++,
153,Friday Sep 20,boxscore,CLE,,KCR,L,4,6,,93-60,1,up12.0,Bevil,Nagy,Bluma,3:18,N,42358,.00,-,
154,Saturday Sep 21,boxscore,CLE,,KCR,W,13,4,,94-60,1,up13.0,Hershiser,Rosado,,3:21,D,42339,.00,+,
155,Sunday Sep 22,boxscore,CLE,,KCR,W,6,5,,95-60,1,up13.0,McDowell,Jacome,Mesa,2:40,D,42291,.00,++,
156,Monday Sep 23,boxscore,CLE,,MIN,W,7,6,,96-60,1,up13.5,Graves,Parra,Mesa,3:13,N,42299,.00,+++,
157,Tuesday Sep 24,boxscore,CLE,,MIN,W,7,5,,97-60,1,up13.5,Ogea,Rodriguez,Mesa,3:07,N,42272,.00,++++,
158,Wednesday Sep 25,boxscore,CLE,,MIN,W,6,3,,98-60,1,up14.5,Nagy,Robertson,,2:25,N,42469,.00,+++++,
159,Friday Sep 27,boxscore,CLE,@,KCR,L,6,11,,98-61,1,up13.5,Rosado,Hershiser,,2:52,N,15939,.00,-,
160,Saturday Sep 28,boxscore,CLE,@,KCR,W,5,4,,99-61,1,up14.5,Mercker,Scanlan,Mesa,2:55,N,19820,.00,+,
161,Sunday Sep 29,boxscore,CLE,@,KCR,L,1,4,,99-62,1,up14.5,Belcher,Ogea,Pichardo,2:19,D,14556,.00,-,


--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Win,Loss,Save,Time,D/N,Attendance
ALDS Game 1,Tuesday Oct 1,boxscore,CLE,@,BAL,L,4,10,,0-1,Wells,Nagy,,3:25,D,47644
ALDS Game 2,Wednesday Oct 2,boxscore,CLE,@,BAL,L,4,7,,0-2,Benítez,Plunk,Myers,3:27,D,48970
ALDS Game 3,Friday Oct 4,boxscore,CLE,,BAL,W,9,4,,1-2,Assenmacher,Orosco,,3:44,D,44250
ALDS Game 4,Saturday Oct 5,boxscore,CLE,,BAL,L,3,4,12,1-3,Benítez,Mesa,Myers,4:41,D,44280
