--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
150,Monday Sep 16,boxscore,KCR,,MIN,W,6,5,,70-80,5,20.5,Rosado,Radke,Bluma,2:43,N,16843,.00,+++,
151,Tuesday Sep 17,boxscore,KCR,,MIN,W,4,2,,71-80,5,20.5,Haney,Aldred,Bluma,2:37,N,11809,.00,++++,
152,Wednesday Sep 18,boxscore,KCR,,MIN,L,4,7,,71-81,5,21.5,Miller,Belcher,,2:39,N,11588,.00,-,
153,Thursday Sep 19,boxscore,KCR,@,CLE,L,1,9,,71-82,5,22.5,Ogea,Appier,,2:30,N,42297,.00,--,
154,Friday Sep 20,boxscore,KCR,@,CLE,W,6,4,,72-82,5,21.5,Bevil,Nagy,Bluma,3:18,N,42358,.00,+,
155,Saturday Sep 21,boxscore,KCR,@,CLE,L,4,13,,72-83,5,22.5,Hershiser,Rosado,,3:21,D,42339,.00,-,
156,Sunday Sep 22,boxscore,KCR,@,CLE,L,5,6,,72-84,5,23.5,McDowell,Jacome,Mesa,2:40,D,42291,.00,--,
157,Tuesday Sep 24,boxscore,KCR,@,CHW,L-wo,2,3,,72-85,5,25.0,Castillo,Belcher,,2:13,N,14348,.00,---,
158,Wednesday Sep 25,boxscore,KCR,@,CHW,W,8,2,,73-85,5,25.0,Appier,Tapani,,2:48,N,15911,.00,+,
159,Friday Sep 27,boxscore,KCR,,CLE,W,11,6,,74-85,5,24.0,Rosado,Hershiser,,2:52,N,15939,.00,++,
160,Saturday Sep 28,boxscore,KCR,,CLE,L,4,5,,74-86,5,25.0,Mercker,Scanlan,Mesa,2:55,N,19820,.00,-,
161,Sunday Sep 29,boxscore,KCR,,CLE,W,4,1,,75-86,5,24.0,Belcher,Ogea,Pichardo,2:19,D,14556,.00,+,
