--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
138,Sunday Sep 1,boxscore,COL,@,STL,L,6,15,,70-68,3,6.0,Petkovsek,Rekar,,3:46,D,28552,.82,----,
139,Monday Sep 2,boxscore,COL,@,PIT,W,8,3,,71-68,3,6.0,Ritz,Loaiza,,2:40,D,9513,.61,+,
140,Wednesday Sep 4,boxscore,COL,@,PIT,L,2,5,,71-69,3,6.5,Lieber,Thompson,Plesac,2:28,N,10081,.54,-,
141,Friday Sep 6,boxscore,COL,@,HOU,L,1,2,,71-70,3,6.5,Hernandez,Leskanic,,2:48,N,20932,.30,--,
142,Saturday Sep 7,boxscore,COL,@,HOU,L,4,5,,71-71,3,7.5,Kile,Holmes,Hudek,2:55,D,37213,.22,---,
143,Sunday Sep 8,boxscore,COL,@,HOU,W,5,2,,72-71,3,6.5,Reed,Reynolds,Ruffin,2:54,D,31316,.10,+,
144,Monday Sep 9,boxscore,COL,@,HOU,W,4,2,,73-71,3,6.5,Ritz,Wall,Ruffin,2:45,N,13833,.18,++,
145,Tuesday Sep 10,boxscore,COL,,ATL,W,9,8,,74-71,3,6.5,Holmes,Clontz,Ruffin,3:03,N,48051,.22,+++,
146,Wednesday Sep 11,boxscore,COL,,ATL,W,6,5,,75-71,3,6.5,Wright,Neagle,Swift,2:46,N,48091,.28,++++,
147,Thursday Sep 12,boxscore,COL,,ATL,W,16,8,,76-71,3,6.5,Burke,Smoltz,,3:37,D,48052,.24,+++++,
148,Friday Sep 13,boxscore,COL,,HOU,W,6,3,,77-71,3,5.5,Holmes,Hernandez,Ruffin,2:34,N,48049,.26,++++++,
149,Saturday Sep 14,boxscore,COL,,HOU,W,7,3,,78-71,3,5.5,Ritz,Wall,,2:47,D,48132,.44,+++++++,
150,Sunday Sep 15,boxscore,COL,,HOU,W,11,4,,79-71,3,5.5,Thompson,Drabek,,2:56,D,48038,.38,++++++++,
151,Monday Sep 16,boxscore,COL,,LAD,L,4,6,,79-72,3,6.5,Valdez,Wright,,2:46,N,48013,.57,-,
152,Tuesday Sep 17,boxscore,COL,,LAD,L,0,9,,79-73,3,7.5,Nomo,Swift,,2:51,N,50066,.16,--,
153,Wednesday Sep 18,boxscore,COL,,LAD,W,6,4,,80-73,3,6.5,Burke,Astacio,Ruffin,2:26,D,50053,.05,+,
154,Thursday Sep 19,boxscore,COL,@,SFG,L,4,11,,80-74,3,7.5,VanLandingham,Ritz,,3:16,N,10994,.04,-,
155,Friday Sep 20,boxscore,COL,@,SFG,L,2,6,,80-75,3,7.5,Gardner,Thompson,,2:15,N,15734,.01,--,
156,Saturday Sep 21,boxscore,COL,@,SFG,L,2,6,,80-76,3,8.5,Rueter,Wright,,2:50,D,30002,.00,---,
157,Sunday Sep 22,boxscore,COL,@,SFG,L,3,7,,80-77,3,8.5,Soderstrom,Nied,,2:40,D,30826,.00,----,
158,Tuesday Sep 24,boxscore,COL,@,SDP,W,5,4,11,81-77,3,8.5,Ruffin,Hoffman,Swift,3:33,N,23556,.00,+,
159,Wednesday Sep 25,boxscore,COL,@,SDP,W,5,3,,82-77,3,8.5,Thompson,Hamilton,Ruffin,2:42,N,32706,.00,++,
160,Friday Sep 27,boxscore,COL,,SFG,L,3,9,,82-78,3,8.0,Soderstrom,Nied,,2:54,N,48009,.00,-,
161,Saturday Sep 28,boxscore,COL,,SFG,L,5,8,,82-79,3,8.0,Carlson,Burke,Beck,2:40,D,48042,.00,--,
162,Sunday Sep 29,boxscore,COL,,SFG,W,12,3,,83-79,3,8.0,Ritz,Watson,,2:38,D,48162,.00,+,
