--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
132,Sunday Aug 25,boxscore,SDP,,PHI,W,11,2,,72-60,1,up 1.0,Sanders,West,,3:13,D,30036,2.20,++,
133,Tuesday Aug 27,boxscore,SDP,@,NYM,W,4,3,,73-60,1,up 1.0,Blair,Mlicki,Hoffman,2:35,N,17925,2.25,+++,
134,Wednesday Aug 28,boxscore,SDP,@,NYM,W,3,2,12,74-60,1,up 2.0,Bergman,Wallace,Hoffman,3:53,N,17442,2.09,++++,
135,Thursday Aug 29,boxscore,SDP,@,NYM,W,3,2,,75-60,1,up 2.0,Hamilton,Wilson,Hoffman,2:36,D,17016,1.92,+++++,
136,Friday Aug 30,boxscore,SDP,@,MON,W,6,0,,76-60,1,up 2.0,Sanders,Paniagua,,2:28,N,14133,2.40,++++++,
137,Saturday Aug 31,boxscore,SDP,@,MON,L,2,4,,76-61,1,up 1.0,Daal,Tewksbury,Rojas,2:28,N,18235,2.05,-,
138,Sunday Sep 1,boxscore,SDP,@,MON,L,6,7,,76-62,1,up 1.0,Fassero,Ashby,Rojas,3:01,D,20666,2.65,--,
139,Monday Sep 2,boxscore,SDP,@,PHI,W,5,1,,77-62,1,up 1.0,Valenzuela,Hunter,,2:46,N,15263,2.06,+,
140,Tuesday Sep 3,boxscore,SDP,@,PHI,L,2,8,,77-63,1,Tied,Mimbs,Hamilton,Ryan,2:24,N,16797,2.01,-,
141,Wednesday Sep 4,boxscore,SDP,@,PHI,W,2,1,,78-63,1,up 1.0,Sanders,Beech,Hoffman,2:16,N,18754,2.35,+,
142,Friday Sep 6,boxscore,SDP,@,STL,L,3,8,,78-64,1,Tied,Petkovsek,Tewksbury,,3:05,N,28116,2.33,-,
143,Saturday Sep 7,boxscore,SDP,@,STL,L,3,8,,78-65,2,1.0,Osborne,Ashby,,2:50,D,42846,2.60,--,
144,Sunday Sep 8,boxscore,SDP,@,STL,W,5,4,,79-65,1,Tied,Valenzuela,Stottlemyre,Hoffman,2:50,D,30897,2.86,+,
145,Monday Sep 9,boxscore,SDP,,PIT,W,6,5,,80-65,1,Tied,Hermanson,Wilkins,Hoffman,2:38,N,15727,2.57,++,
146,Tuesday Sep 10,boxscore,SDP,,PIT,W-wo,6,5,,81-65,1,Tied,Hoffman,Boever,,3:21,N,15694,2.42,+++,
147,Wednesday Sep 11,boxscore,SDP,,PIT,W-wo,8,7,,82-65,1,Tied,Bochtler,Ericks,,3:24,N,33771,2.25,++++,
148,Friday Sep 13,boxscore,SDP,,CIN,L,1,3,,82-66,2,0.5,Morgan,Ashby,Brantley,2:11,N,26524,2.49,-,
149,Saturday Sep 14,boxscore,SDP,,CIN,W-wo,3,2,12,83-66,2,0.5,Veras,Smith,,3:54,D,25231,2.91,+,
150,Sunday Sep 15,boxscore,SDP,,CIN,W,8,0,,84-66,2,0.5,Hamilton,Jarvis,Blair,3:08,D,29005,2.95,++,
151,Monday Sep 16,boxscore,SDP,@,SFG,W,2,1,11,85-66,2,0.5,Hoffman,Beck,,3:10,N,8853,2.59,+++,
152,Tuesday Sep 17,boxscore,SDP,@,SFG,L,7,9,,85-67,2,1.5,Poole,Veras,Beck,3:15,N,12737,2.18,-,
153,Wednesday Sep 18,boxscore,SDP,@,SFG,W,8,5,,86-67,2,0.5,Bochtler,DeLucia,Hoffman,3:31,D,11996,2.94,+,
154,Thursday Sep 19,boxscore,SDP,,LAD,L,0,7,,86-68,2,1.5,Martínez,Valenzuela,,2:46,D,41287,3.55,-,
155,Friday Sep 20,boxscore,SDP,,LAD,W,4,2,,87-68,2,0.5,Hamilton,Candiotti,Hoffman,2:43,N,51217,4.61,+,
156,Saturday Sep 21,boxscore,SDP,,LAD,L,2,9,,87-69,2,1.5,Valdez,Sanders,,2:58,D,53629,3.99,-,
157,Sunday Sep 22,boxscore,SDP,,LAD,W,3,2,,88-69,2,0.5,Ashby,Nomo,Hoffman,3:01,D,51092,4.10,+,
158,Tuesday Sep 24,boxscore,SDP,,COL,L,4,5,11,88-70,2,1.5,Ruffin,Hoffman,Swift,3:33,N,23556,1.73,-,
159,Wednesday Sep 25,boxscore,SDP,,COL,L,3,5,,88-71,2,2.5,Thompson,Hamilton,Ruffin,2:42,N,32706,3.67,--,
160,Friday Sep 27,boxscore,SDP,@,LAD,W,5,2,10,89-71,2,1.0,Worrell,Osuna,Hoffman,3:26,N,53294,5.39,+,
161,Saturday Sep 28,boxscore,SDP,@,LAD,W,4,2,,90-71,1,Tied,Worrell,Dreifort,Hoffman,3:18,D,52977,1.59,++,
162,Sunday Sep 29,boxscore,SDP,@,LAD,W,2,0,11,91-71,1,up 1.0,Veras,Park,Hoffman,3:13,D,53270,.00,+++,


--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Win,Loss,Save,Time,D/N,Attendance
NLDS Game 1,Tuesday Oct 1,boxscore,SDP,@,STL,L,1,3,,0-1,Stottlemyre,Hamilton,Eckersley,2:39,D,54193
NLDS Game 2,Thursday Oct 3,boxscore,SDP,@,STL,L,4,5,,0-2,Honeycutt,Bochtler,Eckersley,2:55,D,56752
NLDS Game 3,Saturday Oct 5,boxscore,SDP,,STL,L,5,7,,0-3,Mathews,Hoffman,Eckersley,3:32,N,53899
