--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
436,8,Oct 12 2019,3:45 PM,Sat,Tulane,49,,Connecticut,7,Yulman Stadium - New Orleans Louisiana
437,8,Oct 12 2019,8:00 PM,Sat,(15) Utah,52,@,Oregon State,7,Reser Stadium - Corvallis Oregon
438,8,Oct 12 2019,4:00 PM,Sat,Virginia Tech,34,,Rhode Island,17,Lane Stadium - Blacksburg Virginia
439,8,Oct 12 2019,11:00 PM,Sat,Washington,51,@,Arizona,27,Arizona Stadium - Tucson Arizona
440,8,Oct 12 2019,7:00 PM,Sat,Western Kentucky,17,,Army,8,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
441,8,Oct 12 2019,12:00 PM,Sat,Western Michigan,38,,Miami (OH),16,Waldo Stadium - Kalamazoo Michigan
442,8,Oct 12 2019,3:30 PM,Sat,(8) Wisconsin,38,,Michigan State,0,Camp Randall Stadium - Madison Wisconsin
443,9,Oct 16 2019,8:00 PM,Wed,Troy,37,,South Alabama,13,Veterans Memorial Stadium - Troy Alabama
444,9,Oct 17 2019,7:30 PM,Thu,Louisiana,37,@,Arkansas State,20,Centennial Bank Stadium - Jonesboro Arkansas
445,9,Oct 17 2019,9:00 PM,Thu,UCLA,34,@,Stanford,16,Stanford Stadium - Stanford California
446,9,Oct 18 2019,10:00 PM,Fri,Fresno State,56,,Nevada-Las Vegas,27,Bulldog Stadium - Fresno California
447,9,Oct 18 2019,6:30 PM,Fri,Marshall,36,@,Florida Atlantic,31,
448,9,Oct 18 2019,6:30 PM,Fri,Marshall,36,@,Florida Atlantic,31,FAU Football Stadium - Boca Raton Florida
449,9,Oct 18 2019,8:30 PM,Fri,(4) Ohio State,52,@,Northwestern,3,Ryan Field - Evanston Illinois
450,9,Oct 18 2019,7:00 PM,Fri,Pittsburgh,27,@,Syracuse,20,Carrier Dome - Syracuse New York
451,9,Oct 19 2019,11:00 PM,Sat,Air Force,56,@,Hawaii,26,Aloha Stadium - Honolulu Hawaii
452,9,Oct 19 2019,9:00 PM,Sat,(1) Alabama,35,,Tennessee,13,Bryant-Denny Stadium - Tuscaloosa Alabama
453,9,Oct 19 2019,4:00 PM,Sat,Alabama-Birmingham,38,,Old Dominion,14,Legion Field - Birmingham Alabama
454,9,Oct 19 2019,3:30 PM,Sat,(24) Appalachian State,52,,Louisiana-Monroe,7,Kidd Brewer Stadium - Boone North Carolina
455,9,Oct 19 2019,12:00 PM,Sat,(11) Auburn,51,@,Arkansas,10,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
456,9,Oct 19 2019,2:00 PM,Sat,Ball State,52,,Toledo,14,Scheumann Stadium - Muncie Indiana
457,9,Oct 19 2019,4:00 PM,Sat,(18) Baylor,45,@,Oklahoma State,27,Boone Pickens Stadium - Stillwater Oklahoma
458,9,Oct 19 2019,12:00 PM,Sat,Boston College,45,,North Carolina State,24,Alumni Stadium - Chestnut Hill Massachusetts
459,9,Oct 19 2019,10:15 PM,Sat,Brigham Young,28,,(14) Boise State,25,LaVell Edwards Stadium - Provo Utah
460,9,Oct 19 2019,3:30 PM,Sat,Buffalo,21,@,Akron,0,InfoCision Stadium - Akron Ohio
461,9,Oct 19 2019,7:00 PM,Sat,Central Florida,41,,East Carolina,28,Spectrum Stadium - Orlando Florida
462,9,Oct 19 2019,2:00 PM,Sat,Central Michigan,38,@,Bowling Green,20,Doyt Perry Stadium - Bowling Green Ohio
463,9,Oct 19 2019,3:30 PM,Sat,(21) Cincinnati,24,,Tulsa,13,Nippert Stadium - Cincinnati Ohio
464,9,Oct 19 2019,12:00 PM,Sat,(3) Clemson,45,@,Louisville,10,Cardinal Stadium - Louisville Kentucky
465,9,Oct 19 2019,7:00 PM,Sat,Eastern Michigan,34,,Western Michigan,27,Rynearson Stadium - Ypsilanti Michigan
466,9,Oct 19 2019,12:00 PM,Sat,(9) Florida,38,@,South Carolina,27,Williams-Brice Stadium - Columbia South Carolina
467,9,Oct 19 2019,7:00 PM,Sat,Florida International,32,,Texas-El Paso,17,Riccardo Silva Stadium - Miami Florida
468,9,Oct 19 2019,6:00 PM,Sat,(10) Georgia,21,,Kentucky,0,Sanford Stadium - Athens Georgia
469,9,Oct 19 2019,3:00 PM,Sat,Georgia Southern,30,,Coastal Carolina,27,Allen E. Paulson Stadium - Statesboro Georgia
470,9,Oct 19 2019,7:00 PM,Sat,Georgia State,28,,Army,21,Georgia State Stadium - Atlanta Georgia
471,9,Oct 19 2019,12:00 PM,Sat,Georgia Tech,28,@,Miami (FL),21,Hard Rock Stadium - Miami Gardens Florida
472,9,Oct 19 2019,1:00 PM,Sat,Houston,24,@,Connecticut,17,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
473,9,Oct 19 2019,12:00 PM,Sat,Illinois,24,,(6) Wisconsin,23,Memorial Stadium - Champaign Illinois
474,9,Oct 19 2019,3:30 PM,Sat,Indiana,34,@,Maryland,28,Capital One Field at Maryland Stadium - College Park Maryland
475,9,Oct 19 2019,12:00 PM,Sat,(23) Iowa,26,,Purdue,20,Kinnick Stadium - Iowa City Iowa
476,9,Oct 19 2019,12:00 PM,Sat,Iowa State,34,@,Texas Tech,24,Jones AT&T Stadium - Lubbock Texas
477,9,Oct 19 2019,2:30 PM,Sat,Kansas State,24,,Texas Christian,17,Bill Snyder Family Stadium - Manhattan Kansas
478,9,Oct 19 2019,6:00 PM,Sat,Liberty,59,,Maine,44,Williams Stadium - Lynchburg Virginia
479,9,Oct 19 2019,3:30 PM,Sat,(2) Louisiana State,36,@,Mississippi State,13,Davis Wade Stadium - Starkville Mississippi
480,9,Oct 19 2019,3:30 PM,Sat,Louisiana Tech,45,,Southern Mississippi,30,Joe Aillet Stadium - Ruston Louisiana
481,9,Oct 19 2019,8:00 PM,Sat,Memphis,47,,Tulane,17,Liberty Bowl Memorial Stadium - Memphis Tennessee
482,9,Oct 19 2019,2:30 PM,Sat,Miami (OH),27,,Northern Illinois,24,Fred Yager Stadium - Oxford Ohio
483,9,Oct 19 2019,3:30 PM,Sat,(20) Minnesota,42,@,Rutgers,7,SHI Stadium - Piscataway New Jersey
484,9,Oct 19 2019,3:30 PM,Sat,Navy,35,,South Florida,3,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
485,9,Oct 19 2019,4:00 PM,Sat,North Texas,33,,Middle Tennessee State,30,Apogee Stadium - Denton Texas
486,9,Oct 19 2019,12:00 PM,Sat,Ohio,45,,Kent State,38,Peden Stadium - Athens Ohio
487,9,Oct 19 2019,12:00 PM,Sat,(5) Oklahoma,52,,West Virginia,14,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
488,9,Oct 19 2019,3:30 PM,Sat,(12) Oregon,35,@,(25) Washington,31,Husky Stadium - Seattle Washington
489,9,Oct 19 2019,2:30 PM,Sat,Oregon State,21,@,California,17,California Memorial Stadium - Berkeley California
490,9,Oct 19 2019,7:30 PM,Sat,(7) Penn State,28,,(16) Michigan,21,Beaver Stadium - University Park Pennsylvania
491,9,Oct 19 2019,7:00 PM,Sat,San Diego State,27,@,San Jose State,17,CEFCU Stadium - San Jose California
492,9,Oct 19 2019,9:30 PM,Sat,Southern California,41,,Arizona,14,Los Angeles Memorial Coliseum - Los Angeles California
493,9,Oct 19 2019,4:30 PM,Sat,(19) Southern Methodist,45,,Temple,21,Gerald J. Ford Stadium - Dallas Texas
494,9,Oct 19 2019,7:00 PM,Sat,(15) Texas,50,,Kansas,48,Darrell K Royal-Texas Memorial Stadium - Austin Texas
495,9,Oct 19 2019,7:30 PM,Sat,Texas A&M,24,@,Mississippi,17,Vaught-Hemingway Stadium - Oxford Mississippi
496,9,Oct 19 2019,6:00 PM,Sat,Texas-San Antonio,31,,Rice,27,Alamodome - San Antonio Texas
497,9,Oct 19 2019,6:00 PM,Sat,(13) Utah,21,,(17) Arizona State,3,Rice-Eccles Stadium - Salt Lake City Utah
498,9,Oct 19 2019,11:15 PM,Sat,Utah State,36,,Nevada,10,Merlin Olsen Field at Maverik Stadium - Logan Utah
499,9,Oct 19 2019,4:00 PM,Sat,Vanderbilt,21,,(22) Missouri,14,Vanderbilt Stadium - Nashville Tennessee
500,9,Oct 19 2019,3:30 PM,Sat,Virginia,48,,Duke,14,Scott Stadium - Charlottesville Virginia
501,9,Oct 19 2019,3:30 PM,Sat,Virginia Tech,43,,North Carolina,41,Lane Stadium - Blacksburg Virginia
502,9,Oct 19 2019,7:30 PM,Sat,Wake Forest,22,,Florida State,20,BB&T Field - Winston-Salem North Carolina
503,9,Oct 19 2019,7:00 PM,Sat,Washington State,41,,Colorado,10,Martin Stadium - Pullman Washington
504,9,Oct 19 2019,4:00 PM,Sat,Western Kentucky,30,,Charlotte,14,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
505,9,Oct 19 2019,4:00 PM,Sat,Wyoming,23,,New Mexico,10,Jonah Field War Memorial Stadium - Laramie Wyoming
506,10,Oct 24 2019,7:30 PM,Thu,(16) Southern Methodist,34,@,Houston,31,TDECU Stadium - Houston Texas
507,10,Oct 25 2019,9:00 PM,Fri,Southern California,35,@,Colorado,31,Folsom Field - Boulder Colorado
508,10,Oct 26 2019,12:15 AM,Sat,Air Force,31,,Utah State,7,Falcon Stadium - Colorado Springs Colorado
509,10,Oct 26 2019,8:00 PM,Sat,(1) Alabama,48,,Arkansas,7,Bryant-Denny Stadium - Tuscaloosa Alabama
510,10,Oct 26 2019,11:00 AM,Sat,(21) Appalachian State,30,@,South Alabama,3,Ladd-Peebles Stadium - Mobile Alabama
511,10,Oct 26 2019,7:00 PM,Sat,Arkansas State,38,,Texas State,14,Centennial Bank Stadium - Jonesboro Arkansas
512,10,Oct 26 2019,3:30 PM,Sat,Buffalo,43,,Central Michigan,20,UB Stadium - Buffalo New York
513,10,Oct 26 2019,7:00 PM,Sat,Central Florida,63,@,Temple,21,Lincoln Financial Field - Philadelphia Pennsylvania
514,10,Oct 26 2019,3:30 PM,Sat,Charlotte,39,,North Texas,38,Jerry Richardson Stadium - Charlotte North Carolina
515,10,Oct 26 2019,7:30 PM,Sat,(4) Clemson,59,,Boston College,7,Clemson Memorial Stadium - Clemson South Carolina
516,10,Oct 26 2019,9:30 PM,Sat,Colorado State,41,@,Fresno State,31,Bulldog Stadium - Fresno California
517,10,Oct 26 2019,3:30 PM,Sat,Connecticut,56,@,Massachusetts,35,Warren McGuirk Alumni Stadium - Amherst Massachusetts
518,10,Oct 26 2019,3:30 PM,Sat,Florida Atlantic,41,@,Old Dominion,3,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
519,10,Oct 26 2019,3:30 PM,Sat,Florida State,35,,Syracuse,17,Doak Campbell Stadium - Tallahassee Florida
520,10,Oct 26 2019,3:00 PM,Sat,Georgia Southern,41,,New Mexico State,7,Allen E. Paulson Stadium - Statesboro Georgia
521,10,Oct 26 2019,7:00 PM,Sat,Georgia State,52,,Troy,33,Georgia State Stadium - Atlanta Georgia
522,10,Oct 26 2019,4:00 PM,Sat,Hawaii,45,@,New Mexico,31,Dreamstyle Stadium - Albuquerque New Mexico
523,10,Oct 26 2019,12:00 PM,Sat,Illinois,24,@,Purdue,6,Ross-Ade Stadium - West Lafayette Indiana
524,10,Oct 26 2019,4:30 PM,Sat,Indiana,38,@,Nebraska,31,Memorial Stadium - Lincoln Nebraska
525,10,Oct 26 2019,12:00 PM,Sat,(20) Iowa,20,@,Northwestern,0,Ryan Field - Evanston Illinois
526,10,Oct 26 2019,8:00 PM,Sat,Kansas,37,,Texas Tech,34,David Booth Kansas Memorial Stadium - Lawrence Kansas
527,10,Oct 26 2019,1:00 PM,Sat,Kansas State,48,,(5) Oklahoma,41,Bill Snyder Family Stadium - Manhattan Kansas
528,10,Oct 26 2019,7:30 PM,Sat,Kentucky,29,,Missouri,7,Kroger Field - Lexington Kentucky
529,10,Oct 26 2019,4:30 PM,Sat,(2) Louisiana State,23,,(9) Auburn,20,Tiger Stadium - Baton Rouge Louisiana
530,10,Oct 26 2019,8:00 PM,Sat,Louisiana Tech,42,@,Texas-El Paso,21,Sun Bowl - El Paso Texas
531,10,Oct 26 2019,3:30 PM,Sat,Louisville,28,,Virginia,21,Cardinal Stadium - Louisville Kentucky
532,10,Oct 26 2019,2:30 PM,Sat,Marshall,26,,Western Kentucky,23,Joan C. Edwards Stadium - Huntington West Virginia
533,10,Oct 26 2019,8:00 PM,Sat,Memphis,42,@,Tulsa,41,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
534,10,Oct 26 2019,12:00 PM,Sat,Miami (FL),16,@,Pittsburgh,12,Heinz Field - Pittsburgh Pennsylvania
535,10,Oct 26 2019,3:30 PM,Sat,Miami (OH),23,@,Kent State,16,Dix Stadium - Kent Ohio
536,10,Oct 26 2019,7:30 PM,Sat,(19) Michigan,45,,(8) Notre Dame,14,Michigan Stadium - Ann Arbor Michigan
537,10,Oct 26 2019,3:30 PM,Sat,Middle Tennessee State,50,,Florida International,17,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
538,10,Oct 26 2019,4:30 PM,Sat,(17) Minnesota,52,,Maryland,10,TCF Bank Stadium - Minneapolis Minnesota
539,10,Oct 26 2019,3:30 PM,Sat,Navy,41,,Tulane,38,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
540,10,Oct 26 2019,4:00 PM,Sat,North Carolina,20,,Duke,17,Kenan Memorial Stadium - Chapel Hill North Carolina
541,10,Oct 26 2019,3:30 PM,Sat,Northern Illinois,49,,Akron,0,Huskie Stadium - DeKalb Illinois
542,10,Oct 26 2019,2:00 PM,Sat,Ohio,34,@,Ball State,21,Scheumann Stadium - Muncie Indiana
543,10,Oct 26 2019,12:00 PM,Sat,(3) Ohio State,38,,(13) Wisconsin,7,Ohio Stadium - Columbus Ohio
544,10,Oct 26 2019,4:30 PM,Sat,Oklahoma State,34,@,(23) Iowa State,27,Jack Trice Stadium - Ames Iowa
545,10,Oct 26 2019,1:30 AM,Sat,(11) Oregon,37,,Washington State,35,Autzen Stadium - Eugene Oregon
546,10,Oct 26 2019,3:30 PM,Sat,(6) Penn State,28,@,Michigan State,7,Spartan Stadium - East Lansing Michigan
547,10,Oct 26 2019,12:00 PM,Sat,Rutgers,44,,Liberty,34,SHI Stadium - Piscataway New Jersey
548,10,Oct 26 2019,10:30 PM,Sat,San Diego State,20,@,Nevada-Las Vegas,17,Sam Boyd Stadium - Las Vegas Nevada
549,10,Oct 26 2019,12:00 PM,Sat,San Jose State,34,@,Army,29,Michie Stadium - West Point New York
550,10,Oct 26 2019,3:45 PM,Sat,South Florida,45,@,East Carolina,20,Dowdy-Ficklen Stadium - Greenville North Carolina
551,10,Oct 26 2019,1:00 PM,Sat,Southern Mississippi,20,@,Rice,6,Rice Stadium - Houston Texas
552,10,Oct 26 2019,10:30 PM,Sat,Stanford,41,,Arizona,31,Stanford Stadium - Stanford California
553,10,Oct 26 2019,4:00 PM,Sat,Tennessee,41,,South Carolina,21,Neyland Stadium - Knoxville Tennessee
554,10,Oct 26 2019,1:00 PM,Sat,Texas A&M,49,,Mississippi State,30,Kyle Field - College Station Texas
555,10,Oct 26 2019,4:30 PM,Sat,Texas Christian,37,,(15) Texas,27,Amon G. Carter Stadium - Fort Worth Texas
556,10,Oct 26 2019,3:30 PM,Sat,Toledo,37,,Eastern Michigan,34,Glass Bowl - Toledo Ohio
557,10,Oct 26 2019,6:30 PM,Sat,UCLA,42,,(24) Arizona State,32,Rose Bowl - Pasadena California
558,10,Oct 26 2019,1:00 AM,Sat,(12) Utah,35,,California,0,Rice-Eccles Stadium - Salt Lake City Utah
559,10,Oct 26 2019,12:00 PM,Sat,Western Michigan,49,,Bowling Green,10,Waldo Stadium - Kalamazoo Michigan
560,10,Oct 26 2019,2:00 PM,Sat,Wyoming,31,,Nevada,3,Jonah Field War Memorial Stadium - Laramie Wyoming
561,11,Oct 31 2019,8:00 PM,Thu,(12) Baylor,17,,West Virginia,14,McLane Stadium - Waco Texas
562,11,Oct 31 2019,8:00 PM,Thu,Georgia Southern,24,@,(20) Appalachian State,21,Kidd Brewer Stadium - Boone North Carolina
563,11,Nov 1 2019,8:00 PM,Fri,Navy,56,@,Connecticut,10,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
564,11,Nov 2 2019,3:30 PM,Sat,Air Force,17,,Army,13,Falcon Stadium - Colorado Springs Colorado
565,11,Nov 2 2019,5:00 PM,Sat,Arkansas State,48,@,Louisiana-Monroe,41,Malone Stadium - Monroe Louisiana
566,11,Nov 2 2019,8:00 PM,Sat,(11) Auburn,20,,Mississippi,14,Jordan-Hare Stadium - Auburn Alabama
567,11,Nov 2 2019,10:30 PM,Sat,(21) Boise State,52,@,San Jose State,42,CEFCU Stadium - San Jose California
568,11,Nov 2 2019,,Sat,Boston College,58,@,Syracuse,27,DOME - Syracuse New York
569,11,Nov 2 2019,2:00 PM,Sat,Bowling Green,35,,Akron,6,Doyt Perry Stadium - Bowling Green Ohio
570,11,Nov 2 2019,10:00 PM,Sat,Brigham Young,42,@,Utah State,14,Merlin Olsen Field at Maverik Stadium - Logan Utah
571,11,Nov 2 2019,,Sat,Buffalo,43,@,Eastern Michigan,14,Rynearson Stadium - Ypsilanti Michigan
572,11,Nov 2 2019,12:00 PM,Sat,Central Florida,44,,Houston,29,Spectrum Stadium - Orlando Florida
573,11,Nov 2 2019,,Sat,Central Michigan,48,,Northern Illinois,10,Kelly/Shorts Stadium - Mount Pleasant Michigan
574,11,Nov 2 2019,3:30 PM,Sat,Charlotte,34,,Middle Tennessee State,20,Jerry Richardson Stadium - Charlotte North Carolina
575,11,Nov 2 2019,7:00 PM,Sat,(17) Cincinnati,46,@,East Carolina,43,Dowdy-Ficklen Stadium - Greenville North Carolina
576,11,Nov 2 2019,4:00 PM,Sat,(4) Clemson,59,,Wofford,14,Clemson Memorial Stadium - Clemson South Carolina
577,11,Nov 2 2019,3:00 PM,Sat,Coastal Carolina,36,,Troy,35,Brooks Stadium - Conway South Carolina
578,11,Nov 2 2019,4:30 PM,Sat,Colorado State,37,,Nevada-Las Vegas,17,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
579,11,Nov 2 2019,4:00 PM,Sat,Florida Atlantic,35,@,Western Kentucky,24,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
580,11,Nov 2 2019,12:00 PM,Sat,Florida International,24,,Old Dominion,17,Riccardo Silva Stadium - Miami Florida
581,11,Nov 2 2019,11:59 PM,Sat,Fresno State,41,@,Hawaii,38,Aloha Stadium - Honolulu Hawaii
582,11,Nov 2 2019,3:30 PM,Sat,(8) Georgia,24,N,(6) Florida,17,TIAA Bank Field - Jacksonville Florida
583,11,Nov 2 2019,2:30 PM,Sat,Illinois,38,,Rutgers,10,Memorial Stadium - Champaign Illinois
584,11,Nov 2 2019,7:00 PM,Sat,Indiana,34,,Northwestern,3,Memorial Stadium "The Rock" - Bloomington Indiana
585,11,Nov 2 2019,3:30 PM,Sat,(22) Kansas State,38,@,Kansas,10,David Booth Kansas Memorial Stadium - Lawrence Kansas
586,11,Nov 2 2019,,Sat,Liberty,63,@,Massachusetts,21,Warren McGuirk Alumni Stadium - Amherst Massachusetts
587,11,Nov 2 2019,5:00 PM,Sat,Louisiana,31,,Texas State,3,Cajun Field - Lafayette Louisiana
588,11,Nov 2 2019,3:30 PM,Sat,Marshall,20,@,Rice,7,Rice Stadium - Houston Texas
589,11,Nov 2 2019,8:30 PM,Sat,(24) Memphis,54,,(15) Southern Methodist,48,Liberty Bowl Memorial Stadium - Memphis Tennessee
590,11,Nov 2 2019,3:30 PM,Sat,Miami (FL),27,@,Florida State,10,Doak Campbell Stadium - Tallahassee Florida
591,11,Nov 2 2019,12:00 PM,Sat,(14) Michigan,38,@,Maryland,7,Capital One Field at Maryland Stadium - College Park Maryland
592,11,Nov 2 2019,4:00 PM,Sat,Mississippi State,54,@,Arkansas,24,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
593,11,Nov 2 2019,9:30 PM,Sat,Nevada,21,,New Mexico,10,MacKay Stadium - Reno Nevada
594,11,Nov 2 2019,3:30 PM,Sat,North Texas,52,,Texas-El Paso,26,Apogee Stadium - Denton Texas
595,11,Nov 2 2019,2:30 PM,Sat,(16) Notre Dame,21,,Virginia Tech,20,Notre Dame Stadium - South Bend Indiana
596,11,Nov 2 2019,3:30 PM,Sat,Oklahoma State,34,,Texas Christian,27,Boone Pickens Stadium - Stillwater Oklahoma
597,11,Nov 2 2019,8:00 PM,Sat,(7) Oregon,56,@,Southern California,24,Los Angeles Memorial Coliseum - Los Angeles California
598,11,Nov 2 2019,4:30 PM,Sat,Oregon State,56,@,Arizona,38,Arizona Stadium - Tucson Arizona
599,11,Nov 2 2019,4:00 PM,Sat,Pittsburgh,20,@,Georgia Tech,10,Bobby Dodd Stadium - Atlanta Georgia
600,11,Nov 2 2019,,Sat,Purdue,31,,Nebraska,27,Ross-Ade Stadium - West Lafayette Indiana
601,11,Nov 2 2019,8:30 PM,Sat,South Carolina,24,,Vanderbilt,7,Williams-Brice Stadium - Columbia South Carolina
602,11,Nov 2 2019,8:00 PM,Sat,Tennessee,30,,Alabama-Birmingham,7,Neyland Stadium - Knoxville Tennessee
603,11,Nov 2 2019,,Sat,Texas A&M,45,,Texas-San Antonio,14,Kyle Field - College Station Texas
604,11,Nov 2 2019,4:00 PM,Sat,Tulane,38,,Tulsa,26,Yulman Stadium - New Orleans Louisiana
605,11,Nov 2 2019,9:00 PM,Sat,UCLA,31,,Colorado,14,Rose Bowl - Pasadena California
606,11,Nov 2 2019,4:00 PM,Sat,(9) Utah,33,@,Washington,28,Husky Stadium - Seattle Washington
607,11,Nov 2 2019,7:30 PM,Sat,Virginia,38,@,North Carolina,31,Kenan Memorial Stadium - Chapel Hill North Carolina
608,11,Nov 2 2019,12:00 PM,Sat,(23) Wake Forest,44,,North Carolina State,10,BB&T Field - Winston-Salem North Carolina
609,12,Nov 5 2019,7:00 PM,Tue,Toledo,35,,Kent State,33,Glass Bowl - Toledo Ohio
610,12,Nov 5 2019,8:00 PM,Tue,Western Michigan,35,,Ball State,31,Waldo Stadium - Kalamazoo Michigan
611,12,Nov 6 2019,8:00 PM,Wed,Miami (OH),24,@,Ohio,21,Peden Stadium - Athens Ohio
612,12,Nov 7 2019,7:30 PM,Thu,Louisiana,48,@,Coastal Carolina,7,Brooks Stadium - Conway South Carolina
613,12,Nov 7 2019,8:00 PM,Thu,Temple,17,@,South Florida,7,Raymond James Stadium - Tampa Florida
614,12,Nov 8 2019,7:00 PM,Fri,Tulsa,34,,Central Florida,31,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
615,12,Nov 8 2019,10:30 PM,Fri,Washington,19,@,Oregon State,7,Reser Stadium - Corvallis Oregon
616,12,Nov 9 2019,7:00 PM,Sat,Appalachian State,20,@,South Carolina,15,Williams-Brice Stadium - Columbia South Carolina
617,12,Nov 9 2019,12:00 PM,Sat,Army,63,,Massachusetts,7,Michie Stadium - West Point New York
618,12,Nov 9 2019,12:00 PM,Sat,(11) Baylor,29,@,Texas Christian,23,Amon G. Carter Stadium - Fort Worth Texas
619,12,Nov 9 2019,10:15 PM,Sat,(21) Boise State,20,,Wyoming,17,Albertsons Stadium - Boise Idaho
620,12,Nov 9 2019,7:30 PM,Sat,Brigham Young,31,,Liberty,24,LaVell Edwards Stadium - Provo Utah
621,12,Nov 9 2019,7:00 PM,Sat,California,33,,Washington State,20,California Memorial Stadium - Berkeley California
622,12,Nov 9 2019,3:00 PM,Sat,Charlotte,28,@,Texas-El Paso,21,Sun Bowl - El Paso Texas
623,12,Nov 9 2019,3:30 PM,Sat,(17) Cincinnati,48,,Connecticut,3,Nippert Stadium - Cincinnati Ohio
624,12,Nov 9 2019,7:30 PM,Sat,(4) Clemson,55,@,North Carolina State,10,Carter-Finley Stadium - Raleigh North Carolina
625,12,Nov 9 2019,3:00 PM,Sat,Colorado,16,,Stanford,13,Folsom Field - Boulder Colorado
626,12,Nov 9 2019,12:00 PM,Sat,(10) Florida,56,,Vanderbilt,0,Ben Hill Griffin Stadium - Gainesville Florida
627,12,Nov 9 2019,6:00 PM,Sat,Florida Atlantic,37,,Florida International,7,FAU Football Stadium - Boca Raton Florida
628,12,Nov 9 2019,12:00 PM,Sat,Florida State,38,@,Boston College,31,Alumni Stadium - Chestnut Hill Massachusetts
629,12,Nov 9 2019,8:00 PM,Sat,(6) Georgia,27,,Missouri,0,Sanford Stadium - Athens Georgia
630,12,Nov 9 2019,11:00 PM,Sat,Hawaii,42,,San Jose State,40,Aloha Stadium - Honolulu Hawaii
631,12,Nov 9 2019,3:30 PM,Sat,Illinois,37,@,Michigan State,34,Spartan Stadium - East Lansing Michigan
632,12,Nov 9 2019,3:30 PM,Sat,(1) Louisiana State,46,@,(2) Alabama,41,Bryant-Denny Stadium - Tuscaloosa Alabama
633,12,Nov 9 2019,4:00 PM,Sat,Louisiana Tech,52,,North Texas,17,Joe Aillet Stadium - Ruston Louisiana
634,12,Nov 9 2019,5:00 PM,Sat,Louisiana-Monroe,45,,Georgia State,31,Malone Stadium - Monroe Louisiana
635,12,Nov 9 2019,3:30 PM,Sat,Miami (FL),52,,Louisville,27,Hard Rock Stadium - Miami Gardens Florida
636,12,Nov 9 2019,12:00 PM,Sat,(13) Minnesota,31,,(5) Penn State,26,TCF Bank Stadium - Minneapolis Minnesota
637,12,Nov 9 2019,4:00 PM,Sat,Mississippi,41,,New Mexico State,3,Vaught-Hemingway Stadium - Oxford Mississippi
638,12,Nov 9 2019,10:30 PM,Sat,Nevada,17,@,(24) San Diego State,13,SDCCU Stadium - San Diego California
639,12,Nov 9 2019,7:30 PM,Sat,(15) Notre Dame,38,@,Duke,7,Wallace Wade Stadium - Durham North Carolina
640,12,Nov 9 2019,12:00 PM,Sat,(3) Ohio State,73,,Maryland,14,Ohio Stadium - Columbus Ohio
641,12,Nov 9 2019,8:00 PM,Sat,(9) Oklahoma,42,,Iowa State,41,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
642,12,Nov 9 2019,12:00 PM,Sat,Purdue,24,@,Northwestern,22,Ryan Field - Evanston Illinois
643,12,Nov 9 2019,3:30 PM,Sat,Southern California,31,@,Arizona State,26,Sun Devil Stadium - Tempe Arizona
644,12,Nov 9 2019,12:00 PM,Sat,(23) Southern Methodist,59,,East Carolina,51,Gerald J. Ford Stadium - Dallas Texas
645,12,Nov 9 2019,3:30 PM,Sat,Southern Mississippi,37,,Alabama-Birmingham,2,M. M. Roberts Stadium - Hattiesburg Mississippi
646,12,Nov 9 2019,7:30 PM,Sat,Tennessee,17,@,Kentucky,13,Kroger Field - Lexington Kentucky
647,12,Nov 9 2019,3:30 PM,Sat,Texas,27,,(20) Kansas State,24,Darrell K Royal-Texas Memorial Stadium - Austin Texas
648,12,Nov 9 2019,3:00 PM,Sat,Texas State,30,,South Alabama,28,Bobcat Stadium - San Marcos Texas
649,12,Nov 9 2019,12:00 PM,Sat,Texas Tech,38,@,West Virginia,17,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
650,12,Nov 9 2019,2:00 PM,Sat,Texas-San Antonio,24,@,Old Dominion,23,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
651,12,Nov 9 2019,3:30 PM,Sat,Troy,49,,Georgia Southern,28,Veterans Memorial Stadium - Troy Alabama
652,12,Nov 9 2019,7:00 PM,Sat,Utah State,37,@,Fresno State,35,Bulldog Stadium - Fresno California
653,12,Nov 9 2019,12:30 PM,Sat,Virginia,33,,Georgia Tech,28,Scott Stadium - Charlottesville Virginia
